"Index","Value"
2017-08-10 15:30:00,100.5058359
2017-08-10 16:00:00,100.2816618
2017-08-10 16:30:00,100.0141918
2017-08-10 17:00:00,99.77822535
2017-08-10 17:30:00,99.5843955
2017-08-10 18:00:00,99.44847235
2017-08-10 18:30:00,99.3665136
2017-08-10 19:00:00,99.340471575
2017-08-10 19:30:00,99.3618843
2017-08-10 20:00:00,99.44022615
2017-08-10 20:30:00,99.5692053
2017-08-10 21:00:00,99.755439
2017-08-10 21:30:00,99.975745
2017-08-10 22:00:00,100.2470834
2017-08-10 22:30:00,100.50804265
2017-08-10 23:00:00,100.794646275
2017-08-10 23:30:00,101.027719
2017-08-11 00:00:00,101.2195225
2017-08-11 00:30:00,101.28513305
2017-08-11 01:00:00,98.049999
2017-08-11 01:30:00,98.049999
2017-08-11 02:00:00,101.077884975
2017-08-11 02:30:00,100.9190319
2017-08-11 03:00:00,100.710336125
2017-08-11 03:30:00,100.441275775
2017-08-11 04:00:00,100.1347068
2017-08-11 04:30:00,99.789980475
2017-08-11 05:00:00,99.471549025
2017-08-11 05:30:00,99.2117466
2017-08-11 06:00:00,98.987788725
2017-08-11 06:30:00,98.8407978
2017-08-11 07:00:00,98.74769865
2017-08-11 07:30:00,98.7068645
2017-08-11 08:00:00,98.73883795
2017-08-11 08:30:00,98.839459975
2017-08-11 09:00:00,98.97306785
2017-08-11 09:30:00,99.184223
2017-08-11 10:00:00,99.40814425
2017-08-11 10:30:00,99.666535575
2017-08-11 11:00:00,99.96872715
2017-08-11 11:30:00,100.3358792
2017-08-11 12:00:00,100.650874225
2017-08-11 12:30:00,100.8641634
2017-08-11 13:00:00,100.971295725
2017-08-11 13:30:00,101.03368675
2017-08-11 14:00:00,101.0235228
2017-08-11 14:30:00,100.95527305
2017-08-11 15:00:00,100.868937275
2017-08-11 15:30:00,100.7424904
2017-08-11 16:00:00,100.564104925
2017-08-11 16:30:00,100.338845075
2017-08-11 17:00:00,100.073508725
2017-08-11 17:30:00,99.781227675
2017-08-11 18:00:00,99.55310975
2017-08-11 18:30:00,99.39812495
2017-08-11 19:00:00,99.323038575
2017-08-11 19:30:00,99.289474575
2017-08-11 20:00:00,99.2980098
2017-08-11 20:30:00,99.356025
2017-08-11 21:00:00,99.4706444
2017-08-11 21:30:00,99.641325375
2017-08-11 22:00:00,99.85544625
2017-08-11 22:30:00,100.103167725
2017-08-11 23:00:00,100.3901321
2017-08-11 23:30:00,100.688562825
2017-08-12 00:00:00,100.974514225
2017-08-12 00:30:00,101.16845215
2017-08-12 01:00:00,101.282095625
2017-08-12 01:30:00,101.3073412
2017-08-12 02:00:00,101.2656026
2017-08-12 02:30:00,101.1126079
2017-08-12 03:00:00,100.979217325
2017-08-12 03:30:00,100.81569615
2017-08-12 04:00:00,100.540125625
2017-08-12 04:30:00,100.2579346
2017-08-12 05:00:00,99.9454712
2017-08-12 05:30:00,99.65203175
2017-08-12 06:00:00,99.374869125
2017-08-12 06:30:00,99.1390821
2017-08-12 07:00:00,98.97715515
2017-08-12 07:30:00,98.8649951
2017-08-12 08:00:00,98.8277048
2017-08-12 08:30:00,98.83251555
2017-08-12 09:00:00,98.879933025
2017-08-12 09:30:00,99.02272775
2017-08-12 10:00:00,99.21543605
2017-08-12 10:30:00,99.4166804
2017-08-12 11:00:00,99.66378715
2017-08-12 11:30:00,99.97321245
2017-08-12 12:00:00,100.29222295
2017-08-12 12:30:00,100.56772325
2017-08-12 13:00:00,100.7813001
2017-08-12 13:30:00,100.8878897
2017-08-12 14:00:00,100.933969075
2017-08-12 14:30:00,100.9213097
2017-08-12 15:00:00,100.8789925
2017-08-12 15:30:00,100.801337275
2017-08-12 16:00:00,100.666970275
2017-08-12 16:30:00,100.480121275
2017-08-12 17:00:00,100.254679625
2017-08-12 17:30:00,99.981929025
2017-08-12 18:00:00,99.713193875
2017-08-12 18:30:00,99.479903425
2017-08-12 19:00:00,99.3194221
2017-08-12 19:30:00,99.21366365
2017-08-12 20:00:00,99.16266575
2017-08-12 20:30:00,99.17062325
2017-08-12 21:00:00,99.218328975
2017-08-12 21:30:00,99.3219177
2017-08-12 22:00:00,99.46963235
2017-08-12 22:30:00,99.66548635
2017-08-12 23:00:00,99.9030809
2017-08-12 23:30:00,100.18896095
2017-08-13 00:00:00,100.4844969
2017-08-13 00:30:00,100.7837602
2017-08-13 01:00:00,100.9787456
2017-08-13 01:30:00,101.09402905
2017-08-13 02:00:00,101.138961235165
2017-08-13 02:30:00,101.125230175
2017-08-13 03:00:00,101.06088535
2017-08-13 03:30:00,100.944566625
2017-08-13 04:00:00,100.8113922
2017-08-13 04:30:00,100.582984725
2017-08-13 05:00:00,100.31710625
2017-08-13 05:30:00,100.02764675
2017-08-13 06:00:00,99.728782575
2017-08-13 06:30:00,99.460516625
2017-08-13 07:00:00,99.2282758
2017-08-13 07:30:00,99.06616745
2017-08-13 08:00:00,98.92253975
2017-08-13 08:30:00,98.853565375
2017-08-13 09:00:00,98.833528
2017-08-13 09:30:00,98.877653775
2017-08-13 10:00:00,99.0051857
2017-08-13 10:30:00,99.171057075
2017-08-13 11:00:00,99.3739285
2017-08-13 11:30:00,99.64009605
2017-08-13 12:00:00,99.953066475
2017-08-13 12:30:00,100.25666925
2017-08-13 13:00:00,100.52410185
2017-08-13 13:30:00,100.7392716
2017-08-13 14:00:00,100.861646919444
2017-08-13 14:30:00,100.900862358333
2017-08-13 15:00:00,100.8944369
2017-08-13 15:30:00,100.86857585
2017-08-13 16:00:00,100.77840675
2017-08-13 16:30:00,100.63807015
2017-08-13 17:00:00,100.46543615
2017-08-13 17:30:00,100.2458181
2017-08-13 18:00:00,99.978854375
2017-08-13 18:30:00,99.71699105
2017-08-13 19:00:00,99.47314055
2017-08-13 19:30:00,99.300722125
2017-08-13 20:00:00,99.17102035
2017-08-13 20:30:00,99.089893125
2017-08-13 21:00:00,99.06067
2017-08-13 21:30:00,99.080960175
2017-08-13 22:00:00,99.14859585
2017-08-13 22:30:00,99.258296775
2017-08-13 23:00:00,99.424166925
2017-08-13 23:30:00,99.63723885
2017-08-14 00:00:00,99.90702285
2017-08-14 00:30:00,100.211819325
2017-08-14 01:00:00,100.504643775
2017-08-14 01:30:00,100.7709555
2017-08-14 02:00:00,100.9252886
2017-08-14 02:30:00,100.97314055
2017-08-14 03:00:00,100.976106475
2017-08-14 03:30:00,100.942216275
2017-08-14 04:00:00,100.8639465
2017-08-14 04:30:00,100.74241775
2017-08-14 05:00:00,100.5877596
2017-08-14 05:30:00,100.375446675
2017-08-14 06:00:00,100.12700365
2017-08-14 06:30:00,99.8572948972222
2017-08-14 07:00:00,99.625881375
2017-08-14 07:30:00,99.41935625
2017-08-14 08:00:00,99.269905975
2017-08-14 08:30:00,99.1661018
2017-08-14 09:00:00,99.104613675
2017-08-14 09:30:00,99.072785125
2017-08-14 10:00:00,99.10399995
2017-08-14 10:30:00,99.180496675
2017-08-14 11:00:00,99.306726625
2017-08-14 11:30:00,99.45892475
2017-08-14 12:00:00,99.6967013
2017-08-14 12:30:00,99.981531075
2017-08-14 13:00:00,100.259200525
2017-08-14 13:30:00,100.48854775
2017-08-14 14:00:00,100.6719973
2017-08-14 14:30:00,100.819023875
2017-08-14 15:00:00,100.892301875
2017-08-14 15:30:00,100.914799675
2017-08-14 16:00:00,100.8867687
2017-08-14 16:30:00,100.826464946429
2017-08-14 17:00:00,100.6950005
2017-08-14 17:30:00,100.529708825
2017-08-14 18:00:00,100.330091075
2017-08-14 18:30:00,100.10819475
2017-08-14 19:00:00,99.858809975
2017-08-14 19:30:00,99.64132595
2017-08-14 20:00:00,99.436066775
2017-08-14 20:30:00,99.2804319
2017-08-14 21:00:00,99.176879675
2017-08-14 21:30:00,99.11387365
2017-08-14 22:00:00,99.09336665
2017-08-14 22:30:00,99.119226625
2017-08-14 23:00:00,99.201113325
2017-08-14 23:30:00,99.332370425
2017-08-15 00:00:00,99.5010622
2017-08-15 00:30:00,99.7162676
2017-08-15 01:00:00,99.9507879
2017-08-15 01:30:00,100.23406315
2017-08-15 02:00:00,100.469921625
2017-08-15 02:30:00,100.649717525
2017-08-15 03:00:00,100.769545175
2017-08-15 03:30:00,100.826149725
2017-08-15 04:00:00,100.8421726
2017-08-15 04:30:00,100.81851765
2017-08-15 05:00:00,100.743539825
2017-08-15 05:30:00,100.6321388
2017-08-15 06:00:00,100.501242625
2017-08-15 06:30:00,100.33804895
2017-08-15 07:00:00,100.138179625
2017-08-15 07:30:00,99.901380325
2017-08-15 08:00:00,99.694059925
2017-08-15 08:30:00,99.5433449
2017-08-15 09:00:00,99.42460195
2017-08-15 09:30:00,99.341918925
2017-08-15 10:00:00,99.29309135
2017-08-15 10:30:00,99.31504535
2017-08-15 11:00:00,99.358484875
2017-08-15 11:30:00,99.43581355
2017-08-15 12:00:00,99.58287725
2017-08-15 12:30:00,99.755366875
2017-08-15 13:00:00,99.9578049
2017-08-15 13:30:00,100.199486175
2017-08-15 14:00:00,100.4287243
2017-08-15 14:30:00,100.6232773
2017-08-15 15:00:00,100.774825575
2017-08-15 15:30:00,100.85985835
2017-08-15 16:00:00,100.889083725
2017-08-15 16:30:00,100.882717925
2017-08-15 17:00:00,100.83360075
2017-08-15 17:30:00,100.735509275
2017-08-15 18:00:00,100.583202475
2017-08-15 18:30:00,100.39349535
2017-08-15 19:00:00,100.179882625
2017-08-15 19:30:00,99.93747695
2017-08-15 20:00:00,99.725527025
2017-08-15 20:30:00,99.50185855
2017-08-15 21:00:00,99.329151025
2017-08-15 21:30:00,99.188815675
2017-08-15 22:00:00,99.10016545
2017-08-15 22:30:00,99.022945275
2017-08-15 23:00:00,99.013938725
2017-08-15 23:30:00,99.06294785
2017-08-16 00:00:00,99.1523215
2017-08-16 00:30:00,99.28039625
2017-08-16 01:00:00,99.432739625
2017-08-16 01:30:00,99.62707615
2017-08-16 02:00:00,99.83667435
2017-08-16 02:30:00,100.068083825
2017-08-16 03:00:00,100.281625
2017-08-16 03:30:00,100.427170175
2017-08-16 04:00:00,100.535097875
2017-08-16 04:30:00,100.59209925
2017-08-16 05:00:00,100.619551475
2017-08-16 05:30:00,100.61550135
2017-08-16 06:00:00,100.58425205
2017-08-16 06:30:00,100.522113375
